Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
JZ28710,California,M,College,5143.878519,61417,65,0,Personal Auto,206.01822,Two-Door Car
HP80279,Oregon,F,High School or Below,7378.510732,0,105,0,Personal Auto,756,SUV
EH22538,California,M,High School or Below,2574.198807,43846,65,1,Personal Auto,125.52458,Four-Door Car
JP87331,Arizona,M,High School or Below,22315.05787,0,67,0,Personal Auto,482.4,Four-Door Car
VA89684,Nevada,F,College,2430.484375,33775,61,0,Personal Auto,292.8,Two-Door Car
XS68865,Oregon,M,College,6160.999344,96988,77,0,Personal Auto,369.6,Two-Door Car
IZ13533,Arizona,M,Bachelor,7912.132168,0,114,0,Personal Auto,820.8,Two-Door Car
JB47784,Oregon,F,Doctor,5534.821886,81945,68,0,Personal Auto,47.451832,Four-Door Car
LT79371,Arizona,F,Bachelor,2382.672856,0,65,0,Personal Auto,27.031485,Four-Door Car
DE78840,Nevada,F,Bachelor,6991.248087,19019,186,0,Personal Auto,1003.050834,Luxury SUV
PU25554,Oregon,F,Bachelor,2885.328202,62579,72,0,Personal Auto,326.242099,Four-Door Car
ZI47098,California,F,High School or Below,41787.90343,46587,119,2,Personal Auto,571.2,Four-Door Car
CN53343,Arizona,F,Bachelor,2848.564466,0,81,0,Personal Auto,583.2,Four-Door Car
IN18876,Arizona,F,Bachelor,8123.023295,0,78,0,Special Auto,561.6,Four-Door Car
FV38119,Washington,M,High School or Below,9661.103686,0,135,0,Corporate Auto,648,SUV
YD89516,California,M,High School or Below,4488.134688,0,66,0,Corporate Auto,758.460636,Four-Door Car
BN89470,California,M,College,4561.27302,29327,118,0,Special Auto,627.898468,Four-Door Car
VZ64716,Oregon,M,Master,11546.17372,81081,96,1,Corporate Auto,206.211089,Four-Door Car
FU17577,Oregon,F,High School or Below,3788.814643,0,106,0,Personal Auto,763.2,SUV
QY37300,Nevada,M,Master,13502.63148,57222,112,1,Personal Auto,297.187468,Sports Car
UI84849,Arizona,M,College,8563.968057,91147,107,0,Personal Auto,50.473675,Sports Car
MN81810,California,F,High School or Below,2913.475108,76638,73,1,Personal Auto,435.189747,Four-Door Car
XN42396,California,M,Bachelor,7540.584824,29697,64,0,Personal Auto,147.128736,Four-Door Car
VZ13840,Arizona,M,High School or Below,6950.532764,0,61,0,Corporate Auto,301.402778,Four-Door Car
NI27358,Arizona,F,College,7255.137772,67352,181,1,Personal Auto,560.947563,Luxury Car
LO39834,Oregon,F,Bachelor,4334.064096,23904,123,3,Personal Auto,590.4,SUV
WX18073,Arizona,M,Bachelor,6307.497245,0,88,2,Personal Auto,422.4,Four-Door Car
PG27422,California,F,Bachelor,5904.847853,89953,74,0,Corporate Auto,274.165887,Four-Door Car
AX56708,California,M,High School or Below,4794.481412,20862,68,0,Personal Auto,326.4,Four-Door Car
JI80257,Nevada,F,College,9180.154161,47663,114,0,Personal Auto,103.702555,Sports Car
EK95340,Washington,M,Master,8355.512557,49564,105,0,Corporate Auto,661.608936,Four-Door Car
FS67856,California,M,College,13869.92705,28432,118,0,Personal Auto,612.300581,SUV
JX27737,California,M,College,13452.1928,32356,117,2,Personal Auto,428.490681,Two-Door Car
SY81273,Oregon,M,High School or Below,16798.85832,55269,71,0,Personal Auto,340.8,Two-Door Car
FZ16327,California,F,College,8273.111579,0,116,0,Personal Auto,509.513764,Four-Door Car
XC26395,Oregon,M,High School or Below,7408.836056,76771,95,1,Personal Auto,91.674854,Two-Door Car
HA72996,Nevada,F,College,4349.30875,75648,108,0,Corporate Auto,112.660916,SUV
WP51328,Oregon,M,Doctor,4744.967459,20698,68,5,Personal Auto,248.422693,Two-Door Car
CP47989,Oregon,F,High School or Below,17208.05642,29734,63,0,Corporate Auto,649.83837,Two-Door Car
JO75190,Nevada,M,Bachelor,8673.587,43963,110,0,Corporate Auto,528,SUV
AP47670,California,M,High School or Below,2497.910013,29465,63,0,Personal Auto,302.4,Four-Door Car
BT61680,Arizona,F,High School or Below,32069.87526,24851,103,0,Personal Auto,604.289428,SUV
KX23022,Arizona,M,Bachelor,3312.253233,0,107,2,Corporate Auto,770.4,SUV
KB20508,California,M,College,10828.37347,11033,97,0,Special Auto,511.120131,Two-Door Car
HU89665,Oregon,F,College,12128.36511,20495,61,0,Personal Auto,292.8,Four-Door Car
HD12841,California,F,Master,5505.687336,95766,68,0,Personal Auto,162.557048,Four-Door Car
AR63478,California,M,College,6715.342541,0,65,0,Corporate Auto,655.073317,Four-Door Car
UP90711,Oregon,F,Bachelor,2836.677371,61029,72,0,Personal Auto,114.429816,Two-Door Car
EK58626,Oregon,M,Bachelor,3561.595726,0,105,0,Personal Auto,504,SUV
CA14631,California,M,High School or Below,6552.399896,56188,86,3,Special Auto,175.972039,Four-Door Car
AU98438,Arizona,F,Bachelor,2833.980142,94812,70,0,Personal Auto,121.025058,Four-Door Car
RD96782,California,F,Bachelor,5099.513147,0,70,1,Personal Auto,336,Two-Door Car
SY66568,Oregon,F,College,9415.527031,55338,116,0,Corporate Auto,556.8,Two-Door Car
WE52979,California,F,High School or Below,3644.833554,82477,90,0,Personal Auto,432,Two-Door Car
PL56477,Oregon,F,College,2927.516316,20852,73,0,Personal Auto,383.789732,Two-Door Car
XK20264,Washington,F,High School or Below,9227.945752,0,82,0,Personal Auto,296.637382,Two-Door Car
DV57698,Oregon,F,Doctor,3148.42409,0,83,0,Personal Auto,544.217453,Two-Door Car
RD53171,Arizona,F,College,3063.114594,0,95,2,Personal Auto,456,Two-Door Car
PK23339,Arizona,F,High School or Below,3417.953745,72460,85,0,Personal Auto,370.018108,Four-Door Car
GA74551,Oregon,M,Bachelor,23594.6802,76358,66,0,Personal Auto,86.461582,Four-Door Car
BS26376,California,M,High School or Below,7519.133631,96306,95,1,Corporate Auto,185.355353,Four-Door Car
WW74234,Arizona,F,College,3969.433177,49544,101,0,Personal Auto,0.769185,SUV
UA26783,Oregon,M,High School or Below,4874.0748,0,68,0,Personal Auto,609.323227,Two-Door Car
DV38369,California,M,Bachelor,7261.615478,0,101,0,Corporate Auto,727.2,SUV
ZM42260,Arizona,M,College,8005.964669,63357,101,0,Personal Auto,565.508572,SUV
EB34435,Arizona,M,High School or Below,2996.139865,0,82,0,Corporate Auto,590.4,Four-Door Car
QY41527,Arizona,M,Bachelor,4175.945269,23060,109,3,Corporate Auto,731.350857,SUV
WG61503,Arizona,M,Master,8491.858636,27781,71,0,Corporate Auto,340.8,Four-Door Car
TY59969,Arizona,M,College,2402.172069,43246,62,0,Personal Auto,52.435202,Four-Door Car
DO20853,Oregon,F,High School or Below,4775.475851,14254,124,0,Corporate Auto,595.2,SUV
CD14267,Nevada,M,College,4235.183999,60334,106,0,Corporate Auto,111.164747,Four-Door Car
WL40338,California,F,Bachelor,5107.163002,35625,65,1,Personal Auto,288.572108,Four-Door Car
GV75215,Oregon,F,Bachelor,13167.60512,54684,111,3,Corporate Auto,302.137164,Sports Car
CN91738,Oregon,M,Bachelor,2520.301352,56228,65,0,Personal Auto,276.877348,Two-Door Car
UR36951,Oregon,M,Bachelor,5189.289582,82166,134,3,Personal Auto,643.2,SUV
JU87932,Oregon,F,Bachelor,2893.313855,30406,73,0,Personal Auto,350.4,Four-Door Car
IR50609,Arizona,M,Bachelor,3985.547406,75007,101,0,Personal Auto,668.773522,Four-Door Car
VI18029,Washington,M,Bachelor,2414.638309,79271,62,4,Personal Auto,232.753598,Four-Door Car
CC46747,Arizona,F,High School or Below,18688.30707,0,76,0,Personal Auto,364.8,Four-Door Car
ZK58906,California,M,Bachelor,16589.71237,59414,140,0,Personal Auto,65.022258,SUV
SQ70457,Oregon,M,Bachelor,23331.829,44719,66,0,Personal Auto,316.8,Four-Door Car
ZA37110,Nevada,F,Bachelor,4699.034135,0,129,2,Personal Auto,291.744204,SUV
HH23204,California,F,Doctor,2395.57,21986,63,0,Personal Auto,333.696228,Two-Door Car
IE29890,Oregon,F,High School or Below,8861.482361,58480,113,1,Personal Auto,542.4,SUV
VO25412,Washington,F,Master,8936.823519,37520,74,0,Special Auto,163.576763,Two-Door Car
ME37051,California,M,Bachelor,7340.496505,50165,62,0,Personal Auto,129.999138,Two-Door Car
DL17162,Arizona,M,College,26453.93512,42961,83,0,Personal Auto,398.4,Four-Door Car
DD27563,Oregon,M,High School or Below,6342.473656,86687,80,0,Personal Auto,274.159702,Four-Door Car
IA27050,Oregon,F,High School or Below,6560.815344,0,93,0,Personal Auto,41.617367,Four-Door Car
UQ63751,Arizona,F,Bachelor,6687.593818,23772,83,0,Personal Auto,100.652984,Four-Door Car
MV26494,California,M,College,3681.253483,0,98,0,Personal Auto,354.939043,Four-Door Car
EN89709,Arizona,F,Doctor,2555.535685,18241,65,0,Personal Auto,151.991098,Two-Door Car
QN68814,Oregon,M,Bachelor,2373.795076,0,65,0,Corporate Auto,312,Two-Door Car
NE70831,California,F,High School or Below,2732.652352,86650,69,2,Personal Auto,323.865715,Two-Door Car
FV72595,Arizona,M,Bachelor,4703.71858,0,137,0,Personal Auto,1554.089517,SUV
VZ81004,Oregon,F,Master,19259.84494,35973,159,0,Personal Auto,763.2,Sports Car
VM89271,Arizona,M,High School or Below,3844.569357,26262,97,0,Personal Auto,465.6,Four-Door Car
CL97519,California,M,College,4683.443348,25187,121,0,Personal Auto,580.8,SUV
RN71166,Oregon,F,High School or Below,5174.081063,88081,64,0,Personal Auto,82.483947,Four-Door Car
PJ86059,Oregon,F,High School or Below,2655.864573,83460,66,0,Corporate Auto,443.44552,Four-Door Car
BP34620,California,F,Bachelor,5615.073509,19949,74,1,Corporate Auto,355.2,Four-Door Car
HI58196,Oregon,M,College,3161.171297,0,92,0,Personal Auto,897.379535,Two-Door Car
OZ58610,Arizona,M,High School or Below,7575.647415,0,109,0,Personal Auto,784.8,SUV
WC34456,California,F,Bachelor,3985.398895,77739,98,0,Personal Auto,428.563553,Four-Door Car
FC15606,Oregon,F,College,9706.375239,23649,122,0,Personal Auto,535.606632,SUV
UM99946,Arizona,M,College,7736.654606,68980,98,0,Personal Auto,464.038577,Four-Door Car
JG94795,Oregon,F,Master,4179.488639,60010,103,0,Special Auto,494.4,Four-Door Car
GD93408,California,F,Bachelor,5759.011129,30968,74,1,Corporate Auto,45.425684,Two-Door Car
QO12561,California,M,High School or Below,4165.396419,0,116,0,Personal Auto,556.8,Four-Door Car
VI12822,Washington,F,High School or Below,2632.552578,99841,65,0,Personal Auto,312,Four-Door Car
CT84535,California,M,College,3885.456401,0,105,0,Personal Auto,504,Four-Door Car
NT36519,California,M,College,8161.944953,32967,105,1,Personal Auto,504,SUV
WT86597,Oregon,M,Master,13024.13012,0,125,0,Personal Auto,900,SUV
ZJ27465,California,F,College,14137.23043,31794,119,0,Personal Auto,571.2,SUV
QF75939,Washington,F,High School or Below,3700.678124,36710,94,0,Personal Auto,676.8,Four-Door Car
MC73302,Oregon,F,Bachelor,5511.033294,36267,69,0,Personal Auto,263.454037,Four-Door Car
WE21182,Oregon,M,High School or Below,5169.49937,12430,73,0,Personal Auto,350.4,Four-Door Car
TD90906,Oregon,F,High School or Below,6044.020038,93715,74,0,Personal Auto,532.8,Four-Door Car
WB66665,Nevada,F,College,4349.30875,75648,108,0,Corporate Auto,112.660916,SUV
ZP26168,Washington,F,College,9688.129179,24584,66,0,Corporate Auto,279.706613,Four-Door Car
ZG56744,California,M,Bachelor,5528.212807,36088,72,0,Personal Auto,345.6,Four-Door Car
BO81145,Arizona,M,Bachelor,7894.5005,21723,104,0,Personal Auto,748.8,SUV
BQ28323,Oregon,F,High School or Below,5935.815989,63833,73,0,Personal Auto,199.460544,Four-Door Car
WD38315,California,M,College,4520.339327,0,61,0,Personal Auto,304.156333,Four-Door Car
IS73434,Arizona,F,Bachelor,3219.146148,45892,81,0,Corporate Auto,388.8,Four-Door Car
VO94890,Oregon,M,College,5935.572179,90263,74,0,Personal Auto,355.2,Two-Door Car
ZH43085,Washington,M,High School or Below,2322.572562,0,63,0,Corporate Auto,453.6,Four-Door Car
HQ10502,Oregon,M,Bachelor,11692.00974,40548,98,0,Personal Auto,470.4,Four-Door Car
SP46702,Oregon,M,College,10175.2441,0,99,0,Corporate Auto,831.340966,Two-Door Car
JB60515,Washington,M,High School or Below,2513.971107,50450,63,0,Personal Auto,302.4,Four-Door Car
TK49887,California,F,College,2897.779107,0,85,0,Personal Auto,612,Two-Door Car
EG16813,Arizona,F,College,5515.246935,75963,69,0,Corporate Auto,102.147789,Two-Door Car
SI13406,Arizona,F,High School or Below,3469.836978,32714,87,0,Personal Auto,513.041633,Four-Door Car
WC11272,Oregon,F,Bachelor,6907.554242,42790,87,0,Personal Auto,290.057111,Two-Door Car
TU27563,Oregon,F,Bachelor,3647.24611,20694,94,1,Personal Auto,451.2,Two-Door Car
IL72707,California,F,Bachelor,3265.156348,25820,82,0,Personal Auto,393.6,Four-Door Car
DZ62350,California,M,High School or Below,2514.282096,24744,65,0,Personal Auto,312,Four-Door Car
VV82891,Washington,F,Bachelor,4462.997006,0,73,3,Personal Auto,350.4,Two-Door Car
UQ41461,Washington,F,Bachelor,4570.673702,27538,63,4,Personal Auto,285.843893,Four-Door Car
NI58226,Oregon,F,High School or Below,2752.65503,81280,68,0,Personal Auto,308.349562,Four-Door Car
VA78645,California,M,College,2188.655055,0,67,1,Personal Auto,321.6,Four-Door Car
UY61301,Nevada,M,Bachelor,2710.149379,0,73,0,Personal Auto,350.4,Four-Door Car
XC25965,Washington,F,Bachelor,14754.35923,26486,128,1,Personal Auto,614.4,SUV
EB93628,Oregon,F,High School or Below,10759.40004,0,97,0,Personal Auto,465.6,Two-Door Car
PK35830,Oregon,M,Bachelor,12357.11512,0,182,0,Personal Auto,1953.87972,Luxury SUV
KY98596,Arizona,M,Bachelor,5033.390798,68331,63,0,Personal Auto,302.4,Four-Door Car
CI19819,Arizona,M,High School or Below,2370.618948,0,71,1,Personal Auto,511.2,Two-Door Car
TN82637,Nevada,M,College,11236.31135,21636,64,5,Personal Auto,213.587367,Two-Door Car
FA90739,Oregon,M,High School or Below,12476.64759,0,121,0,Corporate Auto,871.2,SUV
FD62224,Oregon,F,College,14641.51818,0,133,0,Personal Auto,1386.870718,SUV
KE45653,California,F,Bachelor,4731.844073,0,64,0,Personal Auto,307.2,Four-Door Car
FC10193,Washington,F,College,10620.49148,35601,69,0,Personal Auto,249.803437,Four-Door Car
DO48835,Oregon,M,High School or Below,13478.8,0,198,1,Corporate Auto,1425.6,Luxury SUV
VK44934,California,M,College,8873.201307,28558,119,4,Personal Auto,797.558033,SUV
XB89264,Nevada,F,High School or Below,5260.921627,60101,66,0,Corporate Auto,1.332349,Two-Door Car
XL49151,Arizona,M,College,2792.009458,22426,76,1,Corporate Auto,528.391284,Four-Door Car
FG42635,Oregon,M,College,10018.66117,30720,139,4,Personal Auto,778.463303,SUV
FE12805,Oregon,F,Bachelor,7180.270931,34161,186,3,Personal Auto,892.8,SUV
GT17701,Oregon,F,Bachelor,3012.039703,42987,77,0,Personal Auto,128.490137,Four-Door Car
CH76379,Oregon,M,Bachelor,4236.814353,0,61,0,Personal Auto,292.8,Four-Door Car
QT77453,Arizona,F,High School or Below,5283.362834,80928,132,0,Corporate Auto,538.545218,SUV
BS90503,Washington,F,Bachelor,5395.091602,86640,67,0,Personal Auto,65.457366,Four-Door Car
MX93376,California,F,College,6913.566525,26714,64,1,Personal Auto,307.2,Two-Door Car
KT54608,Arizona,M,Bachelor,2619.337376,78618,66,0,Corporate Auto,225.578841,Two-Door Car
CY18875,Oregon,F,High School or Below,8390.122077,0,78,0,Personal Auto,732.340362,Four-Door Car
YT74573,California,M,College,13727.79972,0,126,0,Personal Auto,604.8,SUV
WL46640,Nevada,M,College,4482.015107,62977,115,0,Corporate Auto,552,SUV
CY49953,Oregon,F,College,2827.55957,0,79,0,Special Auto,568.8,Four-Door Car
FD72269,California,F,High School or Below,5584.961718,19724,72,0,Personal Auto,345.6,Four-Door Car
RE29039,California,F,High School or Below,7568.85152,27558,65,0,Personal Auto,312,Four-Door Car
TA35356,California,F,College,9664.330983,86054,239,0,Personal Auto,115.166422,Luxury Car
HS88081,California,F,High School or Below,6480.681366,42846,81,0,Corporate Auto,286.142521,Four-Door Car
SM52948,Nevada,F,Bachelor,8707.619537,57107,110,3,Personal Auto,528,SUV
ZL30083,Oregon,M,High School or Below,9048.983447,0,119,0,Personal Auto,571.2,Sports Car
MP22051,Washington,M,College,2615.852084,54314,66,0,Personal Auto,282.770894,Four-Door Car
OF38237,California,F,Doctor,4878.829713,29950,61,0,Personal Auto,292.8,Two-Door Car
KL27677,Nevada,F,College,10793.75704,24195,90,0,Personal Auto,360.269404,Two-Door Car
NX58648,Oregon,F,High School or Below,5528.080912,0,73,0,Personal Auto,388.819919,Four-Door Car
WP19664,Arizona,M,College,4605.87485,47481,116,0,Personal Auto,556.8,SUV
LB83807,Oregon,M,Bachelor,8343.412804,63354,106,0,Personal Auto,508.8,Two-Door Car
EL44544,Oregon,F,High School or Below,13009.24125,57591,66,0,Corporate Auto,316.8,Four-Door Car
ST99840,Nevada,F,Bachelor,7486.019078,0,71,0,Corporate Auto,340.8,Four-Door Car
ZS15062,Oregon,M,Master,9547.71004,34919,82,1,Personal Auto,277.871312,Four-Door Car
RJ68578,Oregon,M,High School or Below,8110.704417,76879,101,0,Corporate Auto,487.102627,Sports Car
AE74442,California,F,Bachelor,7379.456823,61584,61,0,Corporate Auto,205.294927,Four-Door Car
TF80571,California,M,High School or Below,6612.617859,28792,185,3,Corporate Auto,1166.603776,Sports Car
YH31618,Oregon,F,Bachelor,7452.233634,0,105,0,Corporate Auto,504,Two-Door Car
HZ39407,Washington,M,Master,2686.535218,26713,71,0,Personal Auto,142.695319,Four-Door Car
GX38439,California,F,College,4470.181084,0,129,0,Personal Auto,928.8,SUV
FF65294,Oregon,M,High School or Below,10348.01348,34244,87,2,Personal Auto,417.6,Four-Door Car
GC40999,Oregon,M,College,11790.49617,25251,66,0,Personal Auto,316.8,Four-Door Car
BA87048,Washington,M,Bachelor,4566.123651,0,68,0,Personal Auto,326.4,Four-Door Car
DE23903,Oregon,F,Bachelor,5905.971667,59848,73,1,Personal Auto,131.614733,Two-Door Car
UP30859,Nevada,F,College,7492.055949,39815,64,0,Special Auto,91.391245,Four-Door Car
PY17715,California,F,Master,3427.154407,58840,86,0,Corporate Auto,73.27252,Two-Door Car
NU22358,Washington,F,Master,5181.620895,97131,64,0,Special Auto,307.2,Four-Door Car
BR77413,Arizona,M,College,4686.469674,58089,118,0,Personal Auto,566.4,SUV
FI17798,California,M,Doctor,2710.12066,0,71,0,Personal Auto,340.8,Four-Door Car
KN32615,Arizona,F,College,4313.34397,0,126,2,Personal Auto,656.57161,SUV
EB86696,California,M,Bachelor,4755.36505,21808,119,0,Special Auto,571.2,SUV
YB14965,Arizona,M,College,36516.0456,89771,114,0,Personal Auto,432.409662,SUV
ZD42550,Nevada,F,Master,7792.067056,36776,65,0,Corporate Auto,240.186527,Four-Door Car
FI61655,Arizona,M,Bachelor,2549.998419,31213,65,0,Corporate Auto,312,Four-Door Car
PC30692,Oregon,M,Bachelor,7521.282545,0,115,0,Personal Auto,987.293841,SUV
EK71077,California,F,Bachelor,11510.36033,0,61,0,Corporate Auto,439.2,Four-Door Car
ED91989,Arizona,M,College,7999.251628,0,107,0,Personal Auto,513.6,SUV
JH58573,California,M,College,7927.182997,32555,68,0,Personal Auto,86.912677,Two-Door Car
YP75411,Arizona,M,College,21123.1166,0,69,0,Personal Auto,496.8,Two-Door Car
FV33188,Washington,M,Bachelor,2453.570794,29735,69,0,Personal Auto,331.2,Four-Door Car
ZQ94561,Washington,M,College,2981.549197,80590,74,0,Corporate Auto,97.928632,Four-Door Car
JZ16164,Oregon,F,Bachelor,5110.755667,22565,132,0,Personal Auto,633.6,SUV
MU63232,Arizona,M,Master,5351.853544,54817,137,0,Personal Auto,209.504391,SUV
CG13512,Oregon,M,College,9015.819465,0,62,0,Personal Auto,42.642554,Two-Door Car
ZR86524,Oregon,F,College,5903.612641,55393,74,1,Corporate Auto,2.173552,Four-Door Car
UG38549,California,F,High School or Below,8852.734284,0,83,0,Personal Auto,597.6,Four-Door Car
HJ37943,California,F,Bachelor,13333.38849,75634,110,0,Personal Auto,432.805382,Two-Door Car
QA72881,Oregon,M,College,8658.863813,62464,109,0,Personal Auto,400.181882,Sports Car
BL54814,Arizona,M,College,4871.15057,72648,61,0,Personal Auto,120.850664,Four-Door Car
MG72449,Nevada,F,Bachelor,5279.198664,77167,66,0,Personal Auto,137.086695,Four-Door Car
VR66049,Washington,M,High School or Below,6689.022728,56980,84,0,Corporate Auto,599.000883,Two-Door Car
KC17606,California,F,College,5244.550942,27444,66,0,Personal Auto,313.931213,Four-Door Car
LB12820,Oregon,M,High School or Below,6688.857444,57289,86,0,Corporate Auto,562.224942,Two-Door Car
ZH30674,Oregon,M,Bachelor,8408.308374,84091,105,0,Personal Auto,380.560266,Four-Door Car
HX96638,Arizona,M,College,2052.948967,0,67,2,Personal Auto,806.180375,Four-Door Car
TT20057,Oregon,M,College,10592.58753,59590,136,0,Personal Auto,460.266881,SUV
AM26598,Arizona,F,College,2913.493264,89672,72,0,Personal Auto,309.568636,Four-Door Car
AY73718,California,F,Bachelor,5243.446345,96535,66,0,Personal Auto,271.074379,Four-Door Car
EL11108,Oregon,F,Doctor,14191.59699,25575,117,0,Personal Auto,561.6,SUV
FA15811,Nevada,F,College,9426.384787,38910,78,0,Personal Auto,20.209679,Two-Door Car
BA51898,Arizona,M,Bachelor,4521.190551,39426,114,0,Special Auto,412.884282,SUV
PP30874,California,F,High School or Below,3579.023825,28304,91,2,Personal Auto,655.2,Four-Door Car
MN74944,Arizona,M,College,6285.15476,52210,80,0,Personal Auto,384,Four-Door Car
FK94501,Nevada,F,Bachelor,7844.252972,0,102,0,Personal Auto,273.945412,SUV
HZ84382,Oregon,M,Master,8283.843281,94851,104,0,Personal Auto,190.998822,Four-Door Car
FA89548,Arizona,M,Bachelor,2436.397813,0,67,0,Personal Auto,399.0564,Four-Door Car
GD29440,Washington,M,Bachelor,2538.62632,18608,71,0,Personal Auto,340.8,Four-Door Car
DE21910,Oregon,F,College,7304.395148,41025,92,0,Personal Auto,20.374393,Four-Door Car
CH50584,Oregon,M,High School or Below,32474.76977,71449,102,0,Personal Auto,734.4,SUV
JV97593,California,F,Bachelor,6674.455913,92653,83,1,Personal Auto,456.519419,Four-Door Car
ND68993,Nevada,F,Bachelor,33473.34946,33190,106,0,Personal Auto,508.8,SUV
YT46746,Oregon,F,College,6459.640942,24290,82,0,Personal Auto,393.6,Four-Door Car
RF94484,Oregon,F,College,4605.036646,22571,63,0,Corporate Auto,302.4,Four-Door Car
No19664,California,F,High School or Below,5686.743252,26409,71,0,Personal Auto,475.166267,Four-Door Car
BA97018,Arizona,M,High School or Below,6608.165971,21616,93,0,Personal Auto,944.854655,Two-Door Car
HY16703,Oregon,M,College,7158.530736,36463,92,0,Personal Auto,441.6,Four-Door Car
MA15172,California,F,Bachelor,10179.71704,14290,271,0,Personal Auto,1300.8,Luxury SUV
WO81184,California,M,Bachelor,5052.381573,34645,69,3,Special Auto,220.446667,Two-Door Car
FX39582,Washington,M,Bachelor,5201.357604,67001,131,0,Personal Auto,463.425687,SUV
ZG23976,California,F,Bachelor,8632.783576,96200,107,0,Personal Auto,513.6,Two-Door Car
WE25756,Arizona,M,High School or Below,7350.930502,69241,93,0,Personal Auto,111.250449,Four-Door Car
AP59947,California,F,Bachelor,7690.159642,55843,64,0,Corporate Auto,307.2,Two-Door Car
JG31799,California,F,Bachelor,8259.1108,20305,76,1,Personal Auto,496.477418,Two-Door Car
XY28151,Oregon,F,Bachelor,2317.282049,0,68,0,Corporate Auto,489.6,Two-Door Car
ZB72138,Oregon,M,Bachelor,8929.611119,44329,112,0,Personal Auto,537.6,SUV
OP52966,Arizona,M,High School or Below,4854.362069,44279,61,0,Personal Auto,292.8,Two-Door Car
TG67664,California,F,College,2659.70565,0,87,3,Personal Auto,420.041981,Four-Door Car
DH14632,Oregon,F,College,8750.222052,34695,113,0,Personal Auto,100.323765,SUV
QN26812,Arizona,M,High School or Below,5054.780543,79297,64,0,Personal Auto,72.760316,Four-Door Car
PD97837,Arizona,M,Bachelor,2199.516645,0,62,0,Corporate Auto,297.6,Four-Door Car
LX67597,Nevada,M,Bachelor,5715.312991,84183,72,0,Personal Auto,255.565349,Four-Door Car
VH35998,California,M,Doctor,9566.839884,53375,79,0,Personal Auto,127.322656,Four-Door Car
UE54045,California,F,High School or Below,10094.13003,32046,127,0,Corporate Auto,475.599472,SUV
XA50997,Nevada,M,High School or Below,5444.793941,91393,67,0,Personal Auto,460.551521,Two-Door Car
GM37281,California,F,Bachelor,2582.408525,76731,64,0,Personal Auto,201.455005,Four-Door Car
QT84069,Oregon,M,Master,50568.25912,82081,249,0,Personal Auto,753.760098,Luxury SUV
MG74662,Oregon,F,High School or Below,3484.247842,51337,88,0,Corporate Auto,72.543171,Four-Door Car
EP46328,California,M,Bachelor,5555.830205,74015,72,0,Personal Auto,471.443077,Four-Door Car
UL87052,Arizona,F,Bachelor,4173.140695,0,117,0,Personal Auto,842.4,SUV
GA93544,Oregon,F,High School or Below,2897.494724,0,77,0,Personal Auto,554.4,Four-Door Car
EW73206,California,F,Bachelor,8044.511759,68849,67,0,Corporate Auto,252.699037,Two-Door Car
MV19629,Oregon,F,College,7716.997859,37376,99,0,Personal Auto,65.548725,Four-Door Car
TK67721,Oregon,F,High School or Below,2274.669484,0,64,0,Corporate Auto,621.968062,Four-Door Car
AD38685,California,M,College,8658.863813,62464,109,0,Personal Auto,400.181882,Sports Car
LX72964,Arizona,F,High School or Below,11260.90364,88304,95,0,Personal Auto,276.467811,Four-Door Car
MR37609,Oregon,M,College,16414.04415,0,112,0,Special Auto,682.422936,SUV
OG30514,Nevada,F,Bachelor,20018.20459,65900,62,0,Personal Auto,297.6,Four-Door Car
GJ44951,Washington,F,Bachelor,4698.759935,0,67,0,Personal Auto,321.6,Two-Door Car
YB19340,Oregon,M,High School or Below,9002.117386,61374,113,0,Corporate Auto,210.100003,Two-Door Car
BD42101,California,M,Bachelor,25030.89457,0,110,1,Corporate Auto,528,SUV
RZ89024,Oregon,M,Doctor,3102.998522,31841,78,0,Personal Auto,126.857228,Four-Door Car
ZO20633,Oregon,F,High School or Below,2587.107864,27861,65,0,Corporate Auto,312,Four-Door Car
KL39500,Arizona,M,College,4983.61893,0,83,3,Personal Auto,736.00483,Four-Door Car
QK24293,Oregon,F,Doctor,6265.343299,0,84,1,Corporate Auto,481.025786,Four-Door Car
RW71963,Nevada,F,High School or Below,7233.540011,94550,90,0,Personal Auto,432,Four-Door Car
HR71115,Nevada,M,College,5357.260833,39604,68,0,Personal Auto,63.127223,Four-Door Car
UL55837,Nevada,F,Bachelor,11130.11974,42928,93,0,Personal Auto,651.623195,Four-Door Car
IW77519,Washington,F,Bachelor,2610.369217,54737,66,0,Personal Auto,391.970334,Four-Door Car
CR88883,Arizona,M,College,7452.543017,0,68,0,Corporate Auto,489.6,Two-Door Car
YD58301,California,F,High School or Below,6352.961129,80587,78,0,Personal Auto,276.191729,Four-Door Car
RT60959,Oregon,F,High School or Below,14585.37736,0,194,0,Corporate Auto,931.2,Luxury SUV
KC67832,California,M,College,17292.93538,80028,86,0,Corporate Auto,114.02307,Four-Door Car
DK92014,Arizona,F,High School or Below,4254.620669,11904,61,2,Personal Auto,292.8,Two-Door Car
ZA44520,Arizona,F,High School or Below,9621.72619,54872,121,0,Personal Auto,580.8,SUV
AJ69060,California,M,College,14260.91441,0,99,0,Personal Auto,204.121476,Two-Door Car
